measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,measurement_18,measurement_19,measurement_20,measurement_21,measurement_22,measurement_23,measurement_24,measurement_25,measurement_26,measurement_27,measurement_28,measurement_29,measurement_30,measurement_31,measurement_32,measurement_33,measurement_34,measurement_35,measurement_36,measurement_37,measurement_38,measurement_39,measurement_40,measurement_41,measurement_42,measurement_43,measurement_44,measurement_45,measurement_46,measurement_47,pred,true
-0.7510036,-0.56200737,-0.69398844,-0.7301336,-0.75416726,-0.027116546,-0.56957644,-0.56618404,0.9762605,-0.5655687,-0.8544174,0.9903965,0.683229,0.9629561,-0.27807277,0.75852287,-0.9145668,-0.9575526,0.7796592,-0.71655333,1.2467288,0.701633,-0.06484402,0.65573436,-0.81798005,-0.7059556,-0.86488277,-0.6818794,-0.54381454,-0.8210453,-0.5875571,-0.44763893,-0.5816377,-0.62318563,0.65313685,-0.45429093,-0.72208494,-1.0002831,-0.64819,-1.0354842,-0.7156346,-0.73785555,-0.6672415,-0.9514572,-0.7230076,-0.72174436,-0.61825216,1.2961335,1.4417042,1.4169944333508053
0.72799736,-0.63216996,-0.7380552,-0.26430425,-0.8913583,-0.67746246,1.0995256,-0.57012236,-0.7580791,-0.80703425,-0.51111305,-0.7765831,-0.8955966,-0.5972755,-0.8383953,-0.82471323,-0.7810579,-0.8669165,-1.0066317,0.1366103,1.3977348,-0.34580675,0.70042557,0.50582916,-0.8726001,-0.95454615,0.39307922,-0.6131692,0.08555556,-0.88309234,-0.38337708,-0.57448506,-0.73817194,0.6029121,0.74263567,-0.03345341,0.050827492,0.06945451,-0.35712054,-0.8148058,0.08308719,-0.58270603,-0.72177607,-0.6834298,-0.79430175,-0.87104183,-0.8660051,-0.6604417,-0.74916685,-0.9054038110786252
-0.7210307,-0.4800155,1.5828751,1.7673419,1.2569017,1.2431109,0.9696366,-0.690052,1.1866523,-0.70929676,0.083438285,0.7371143,-0.8911889,-0.11528135,-0.7988868,-0.90190977,-0.8226998,-0.8000444,-0.94475543,-0.7857611,1.2522888,-0.77741677,-0.80192935,-0.90783894,-0.6986014,-0.8950534,0.84393024,-0.19871119,0.8826127,-0.40699345,-0.7705427,0.8788587,-0.74407905,-0.8140893,0.89012873,-0.5658008,-0.81299305,-0.81856275,0.42344975,0.50177455,-0.7513741,-0.745466,-0.8283619,0.89485383,0.9468827,0.33422342,-0.5516887,-0.74546766,-1.501553,-1.4710694333418262
1.4504081,1.9336365,1.7613004,1.790784,-0.04908938,0.8169556,-0.6318737,1.7548875,-0.62910557,-0.90359914,-0.80580753,-0.80734867,-0.7858677,1.5849458,-0.93225336,-0.82868135,0.93526566,0.37807867,-0.8216772,0.849236,-0.81058216,-0.7983209,-0.5046833,0.48445216,-0.789498,-0.972153,0.93384016,-0.22558337,0.87505305,0.77455896,-0.45233452,1.0280571,-0.78320223,-0.89901066,-0.4389354,-0.6727227,1.119151,-0.9885902,-1.0927769,-0.7772002,0.8512466,0.99948996,0.99526143,0.23742591,0.9337295,1.0679963,1.0374281,1.2083359,0.19976927,0.38267092040341505
-0.52268994,-0.6350454,-0.6437284,-0.8419614,-0.6797304,-0.56170917,-0.51353157,-0.54178286,-0.89445007,0.88788086,1.3014987,0.0696845,0.8132259,1.3664321,0.55923617,0.7354745,0.73061705,0.69553924,-0.5653142,-0.05815017,1.287411,-0.66043836,-1.1264367,-0.7079297,-0.88726246,-0.8667668,0.9163645,0.043121777,0.6053185,-0.5405239,-0.6916708,-0.578638,-0.83361703,0.39076385,0.64911205,-0.81506056,-0.7112408,0.57379377,0.5416589,0.68997437,-0.7179026,-0.6982769,-0.8830148,0.84360224,1.0875663,1.105806,0.50403553,-0.56102467,0.812923,0.8830814640169042
-0.6265165,-0.7403024,-0.30239287,1.9343935,-0.75136834,-0.7609949,-0.4219977,-0.66506135,-0.8689293,0.97081316,-0.57362735,-0.68712765,-0.85536456,-0.6022533,0.04596755,0.5498763,-0.7252615,-0.35585263,0.04269165,-0.82063997,-0.765805,-0.75870466,0.5800039,-1.1008042,0.7766117,0.84019923,-0.7176576,-0.8855265,-0.7437482,-0.8449831,-0.68437004,-0.56382537,-0.82860243,-0.9934111,-0.85766757,-0.5620569,-0.63123745,-0.89213777,-0.84996885,-0.8902699,0.22456864,1.0668857,0.802453,-0.8548604,-0.8112938,-0.7490496,-0.66800725,-0.6526074,-1.1502806,-1.1206916512194733
1.0474578,0.15293965,-0.9269944,-0.6596549,-0.7496254,-0.66462266,-0.779678,1.2414247,-0.62352425,-0.8252925,-0.73589647,0.75240904,-0.69376194,-0.69818294,-0.54932773,-0.9013594,-0.25435415,0.6649667,-0.43125603,-1.0251905,-0.65671915,-0.62941533,-0.9301994,-1.0370878,-0.7157673,-0.812781,0.2996236,1.0759715,-0.45756483,1.0314833,0.25451198,-0.41804254,0.91083294,-0.98272043,-0.82494855,1.5801023,0.06648671,-0.97630847,-0.9828535,-0.34014496,-0.2957269,0.8792007,0.8615762,0.83363104,0.13949557,0.9979161,0.52000767,-0.74841124,0.18713306,0.20070153156960746
-0.7441124,-0.66949755,-0.83177716,-0.8010789,-0.85845774,-0.8340554,-0.05198018,-0.7701301,-0.046577584,0.8033153,1.3264115,0.9196419,0.8122653,-0.42396456,-0.07179864,0.5449745,0.9206498,-0.481296,-0.33339202,-0.40162042,1.2960249,0.4701599,-0.8797247,-1.0547035,-0.85318583,-0.9398754,1.0094888,1.1849645,0.7188097,1.0035977,-0.44302252,1.5958066,-0.38937256,0.64856136,0.6920781,-0.7425528,0.93033105,0.72478276,0.6768147,0.6459558,0.96391255,1.0699476,0.79155004,0.2190189,-0.48715845,-0.8168316,-0.68592507,-0.41707426,-1.3359517,-1.3868189861947438
1.5161153,1.9736091,1.5787668,1.1887031,1.254701,1.2195866,1.7109154,1.7020543,0.907658,0.5775996,1.1207132,0.93651193,0.60631996,1.5908709,0.5202456,-0.87184125,1.0425347,0.3907101,-0.8718491,-0.498785,1.2732781,0.87458915,-0.7260806,-0.9090304,-0.72626966,-1.0921632,0.76034796,1.0214818,0.80694574,1.0222274,1.8125384,1.5873528,1.1047486,0.67766225,0.8989809,1.4458861,1.2351894,0.5691312,0.7264261,0.60899633,1.1031902,0.9316219,0.90121293,0.8916742,0.90453935,1.037448,1.0557178,0.6866752,-1.4351679,-1.6013575867163177
-0.041642804,0.0060312753,1.4692286,1.602308,1.0741973,1.084555,0.10084776,0.5649419,1.2320358,-0.6833392,-0.69441,0.55673635,-0.92245585,1.0019776,-0.99896336,-0.8265343,0.8156327,-0.7160865,-0.85449344,0.5993104,-0.5723823,-0.6145671,-0.8973637,-0.94418275,0.58205426,0.6266638,0.8838914,0.97781277,0.9430562,1.1060708,1.4699259,0.40885818,1.2045625,-1.0568353,-0.2869855,1.3479997,1.2965795,-1.031905,-0.90765786,-0.96660066,0.8546238,0.21706057,-0.3719062,0.036908507,0.9878774,1.1576712,1.1221412,0.027420968,-0.23927711,-0.8561510531505611
-0.7818191,-0.63194495,-0.7474594,-0.5517397,-0.8611852,-0.80742604,-0.7190533,-0.6171814,-0.4801104,1.010186,1.192133,1.1620927,0.7261407,-0.7721477,0.053901587,0.72629094,-0.5410847,-0.84350365,0.6213212,-0.8939385,-0.8545088,-0.6486443,0.029953131,-0.25503707,-0.77388406,-0.8799906,-0.79914,-0.694926,-0.80213827,-0.79077053,-0.57113624,-0.58435,-0.59880745,-0.6162636,-0.8554148,-0.59547997,-0.7001304,0.17194588,-0.89260626,-0.5383951,-0.5032993,-0.75662345,-0.22036068,-0.6498916,0.8416245,-0.5149849,-0.7931184,-0.5738401,0.5730425,0.8924655584745493
-0.6621497,-0.6487994,-0.6872671,-0.64458567,-0.7010289,-0.6709732,-0.7244996,-0.34629545,-0.78196055,-0.8919156,-0.5313342,-0.8920148,-0.7408312,1.2892764,-0.89044285,-0.29187584,-0.8319378,-1.0179348,0.5158415,-0.716205,0.7589292,-0.8699376,-0.75970334,-0.45861775,-0.8198013,-0.6984454,-0.75654876,-0.82911897,-0.8900154,-0.7720075,-0.5321842,-0.061694473,-0.16711783,0.08419659,-0.87187356,-0.6484532,1.2935779,0.10092683,0.27090606,-0.5165755,0.84936434,0.8962019,0.33805645,-0.09139101,-1.0164548,-0.8486944,-0.7594888,-0.82731634,-0.11577089,0.6732684853854243
-0.7790181,-0.6743392,-0.68282795,-0.71599936,0.009284661,0.19499288,-0.5394489,1.7875165,0.99264085,0.21267559,-0.61125994,0.9863327,0.92383194,-0.38461167,0.25024164,0.6540287,-0.6902726,-0.7704206,0.5420184,-0.8063352,-0.5794704,-0.7789911,0.4557655,0.49276775,-0.71266305,-0.86005604,-0.8317784,-0.52792233,-0.67543626,-0.66764814,-0.55804473,-0.4754669,-0.6301099,0.61242527,-0.60196406,-0.5015757,-0.67765963,0.6071905,0.77826357,0.7278939,-0.5936727,-0.5451157,-0.6850563,0.9042522,0.04390977,1.0565656,1.1320131,-0.31492627,0.8580226,1.0015172772066367
-0.6648112,-0.7923517,-0.82521117,-0.5924608,-0.67634314,-0.68200547,1.4769398,1.2112925,0.68278384,-0.86270034,1.1537048,0.048212115,-0.6559832,1.4776648,-0.8078012,-0.9384962,-0.6526538,-0.8900947,-0.76601255,-0.7502172,1.3777152,1.0537384,-0.9320273,0.6440831,0.75003725,0.6857228,0.39063632,-0.9127854,0.06910564,-0.6124816,-0.70742923,-0.6354553,-0.488758,-0.21632214,0.82035196,-0.58273417,-0.62867457,-1.0110204,-0.13366625,-0.9856844,-0.64213324,-0.6753835,-0.8454517,-0.8163131,-0.8900602,-0.9087,-0.7091319,1.379226,-0.1370818,-0.20586976522152683
-0.8530183,-0.8240168,-0.7127428,-0.81001335,-0.81813705,-1.0537274,1.3681487,-0.72116196,-0.8105479,-0.07156951,1.0487998,-0.8189657,-0.8019086,-0.6466369,-0.83393085,0.37231818,-0.7418705,-0.86020297,0.6719108,-0.94286436,-0.6372933,-0.78148776,0.6501839,-0.9678984,-0.39572746,0.6223973,-0.88788944,-0.6945293,-0.8646115,-0.8306112,-0.6977117,-0.6472101,-0.46331412,-0.9092636,-0.917166,-0.7686042,-0.5648485,-1.0645058,-0.98245734,-0.98397607,1.134376,0.75013596,-0.7136629,-0.6492534,-0.861071,-0.7396639,-0.8294914,-0.5922678,-1.1759175,-1.1966412652395282
0.4778227,0.34201536,1.3641777,-0.44459367,1.2422998,1.4110985,-0.6244019,1.111471,1.1777383,-0.8412595,-0.70188,0.8545321,-0.8609061,-0.7001027,-0.9091884,-0.788823,0.9106664,-1.0907245,-0.8615475,0.31384462,-0.69605386,-0.38846415,0.83889616,0.5793148,-0.6517809,-1.0620049,0.93896157,-0.63215804,0.77958137,-0.45435628,-0.62934256,-0.6992699,-0.7326236,-0.6759113,0.76019716,-0.578413,-0.8869342,-0.90612036,0.1778993,-0.107681535,-0.626187,-0.7939456,-0.5971684,0.9545165,0.87285674,0.92949545,0.82002056,-0.6407168,0.20634457,0.33234025150590407
-0.6832552,1.5977464,-0.6884722,-0.78097075,1.1588755,1.1216809,-0.73800796,0.44561872,1.0920064,-0.682914,-0.74135184,0.8073271,0.7646332,-0.79201883,-0.71209615,-0.75070506,0.8462921,0.7304617,-0.97256136,0.8296404,-0.68963647,-0.121939674,0.65510625,0.70103043,-0.85157484,-0.9936762,0.7739886,1.0756973,0.88467884,1.0447575,-0.48879227,-0.56045884,-0.66832453,-1.0747963,0.7706037,1.5529338,-0.6784583,-1.0080363,-0.85604924,-0.4331426,-0.7339396,-0.8047777,0.3693845,0.7847755,0.9721714,1.1450686,0.98529637,1.1771373,-0.4884591,0.2609745921295308
-0.7125521,-0.7626592,-0.7785019,-0.6450979,-0.98385596,-0.83423376,-0.097181775,1.2953416,1.1502554,-0.7210646,1.0936763,0.86975294,-0.7951789,1.4065516,-1.0388463,-0.85589385,0.8462831,-0.93496704,-1.1280484,-0.72660726,1.3060639,0.88925517,0.23108937,0.6222009,0.87865907,0.8018329,0.6239971,-0.7189035,0.5130847,-0.80733556,-0.5793877,-0.69522524,-0.56913245,0.5576891,0.72541267,-0.6865098,-0.49012154,0.6046507,0.6685621,0.7186446,-0.5705996,-0.68650126,-0.73508877,0.7060533,0.94265985,0.9966422,1.1431952,-0.6702251,-0.13685198,-0.18092429937360785
1.5230705,-0.6183921,1.5205245,-0.5845064,0.90769506,1.3129407,-0.6903396,-0.6433594,-0.5990668,-0.93801045,-0.69750255,0.5041608,0.9673851,-0.57491225,-0.27415466,-0.7029166,0.8818217,0.4306018,-0.251043,0.55896133,-0.73424935,1.0345353,0.54274374,-0.92026305,0.6966449,-0.6797995,-0.11788399,0.96670645,0.69221616,1.1360656,-0.57478267,-0.5341195,0.23725592,-0.823596,0.3955508,-0.6534938,-0.58909094,-0.4747257,0.11124142,0.7308095,-0.7254693,0.14939286,0.9400754,0.8688705,-0.81688696,-0.79392886,-0.75218254,-0.76447004,0.50470984,0.49310126419529055
-0.7288646,-0.73742247,1.1361264,1.9193503,-0.6157183,-0.83342683,-0.60160625,-0.7817133,-0.94859886,-0.37447962,-0.7027617,-0.7374196,-0.0990542,-0.7812159,0.6574876,-0.7407504,-0.07990674,0.79532754,-0.82963127,0.8097651,-0.6115568,0.95465595,-1.015924,0.7474477,-1.0237548,-1.1408114,0.94287705,1.2163206,0.76198715,0.9272757,-0.6762721,1.5088121,-0.6862837,0.6135799,0.8207454,-0.55150884,0.02958496,0.65633184,0.7348699,-0.23482521,0.9132131,0.43584928,0.27205428,-0.8851117,-0.7653686,-0.6970131,-0.84751797,-0.726636,0.49914047,0.5247308320491542
-0.91908115,-0.78451663,1.140981,1.9180595,-0.89042264,-0.8075515,0.8621254,-0.49644676,-0.97203195,0.31003928,-0.7885862,-0.77761984,0.858414,-0.531359,0.8652701,-0.8803548,0.69341236,0.610324,-0.92035747,0.8210029,-0.501868,1.0139289,0.018793985,0.7643925,0.7395421,0.737089,0.83792627,0.90217656,0.3698896,0.89818126,-0.5920717,-0.53979397,1.065201,-0.7128509,0.11533871,-0.36997396,-0.7713196,-0.4230791,-0.37466925,0.55916613,-0.5016863,0.59495926,0.84569484,0.92339724,0.9035475,0.47610128,0.33127975,-0.076282166,0.5208956,0.4516306711949575
-0.20199597,1.5863456,1.3979064,1.8078455,1.1652092,1.2634661,1.5503031,0.03752921,1.1926727,-0.60602695,-0.7887065,0.8761545,-0.9368682,-0.59338516,-0.8655574,-0.87995905,0.83442825,-0.57989484,-0.5805446,0.86907756,-0.7221908,0.58086973,0.5576571,-0.7015412,-0.8099164,-0.8389658,-0.47927657,0.95829606,-0.6709091,0.84204024,0.5708472,-0.6514722,-0.62308246,-0.893537,-0.8843576,1.4284995,-0.521564,-0.81070566,-0.7115794,0.65419704,1.2558813,0.9413389,0.93742734,0.7755219,0.9487401,0.8900512,1.0704827,1.0815793,0.1841358,0.23678388477017182
-0.753445,-0.7884566,-0.77723026,-0.66324556,-0.835292,-0.7958413,-0.5723007,-0.50680363,-0.8711841,0.84674466,0.47867844,0.48026693,0.75517446,-0.8353538,-0.6180764,0.40785185,0.7727762,-0.80347747,0.60661,-0.69232255,1.0436203,0.9678573,0.60926074,0.7425185,-0.27656704,-0.77151006,-0.7987597,-0.8278209,-0.87017095,-0.63531035,-0.6388835,-0.5892385,-0.7260389,0.61627614,-0.8057512,-0.6277154,-0.65793365,0.74764526,0.5887224,0.9291116,-0.6560464,-0.7817977,-0.7526705,0.8055043,1.1611811,0.87118465,-0.6294507,-0.67739934,1.4887888,1.5618960958168773
-0.5747271,0.4361807,-0.6511052,-0.5716039,-0.7723891,-0.94523585,-0.57852966,1.1631635,1.0747038,-0.8987392,-0.60805905,0.8534183,-0.8489628,0.15790237,-0.7530973,-0.8410425,0.0276216,-0.82072806,0.08057397,-0.9018364,1.2615956,0.26001418,0.2543131,0.24950212,-0.7939321,-0.99477834,-0.8167097,-0.8199955,-0.7315221,0.15820275,1.7099115,-0.37956896,1.0414342,0.5760022,0.09048139,1.4268796,0.47647715,0.5482053,0.58753884,0.59474087,-0.58016264,-0.6166406,-0.34493133,1.0176374,-0.8201975,-0.5431218,-0.7831289,-0.6153279,0.5433868,0.5106498037472151
-0.9654428,-0.6885136,-0.7156109,-0.76853883,-0.7892947,-0.7300473,1.5495572,-0.7020207,-0.08812247,-0.37433517,-0.4833714,0.9874889,0.10757009,1.196494,-1.1030842,-0.88020986,-0.7158671,-0.8438423,-0.9573312,-0.71427023,-0.3198801,0.76320326,0.5414187,0.73369455,-0.7677738,-0.9102137,-0.7591208,-0.6327522,-0.72273797,-0.9202283,-0.5527739,-0.616311,-0.61883616,0.6585591,-0.8756315,-0.59606874,-0.6234029,0.62184113,-0.3911179,-0.28565228,-0.628983,-0.60475874,0.43193936,-0.5966021,-0.82899046,-0.75289917,-0.75217414,-0.56606036,1.4905037,1.576833814130337
2.043328,1.6962249,1.6562039,-0.62117434,-0.5027992,-0.6210222,-0.72685903,1.7103634,-0.80692375,-0.8527931,-0.7488475,-0.8182515,-0.7648751,0.016395025,-0.8441347,-0.94030553,-0.7215494,-0.8865993,-0.9421614,-0.8502167,-0.75903434,-0.63217294,0.29342476,-0.82141256,-0.75849944,0.21192844,-1.05244,-0.77850914,-0.97127473,-0.8027554,1.3913502,-0.19684121,1.0631145,-0.13994148,-0.11448595,1.3600665,-0.75323486,0.5477515,0.5519543,0.65951455,-0.62017477,-0.7420107,-0.74108154,0.4221611,-0.6257925,-0.6908647,-0.9499385,-0.74970496,0.4878526,0.7120653797860367
-0.86352557,-0.83965313,1.4430753,0.91262424,0.689986,1.2359687,1.473965,-0.119781055,1.1762989,0.91287977,0.9469518,1.1299292,0.6847327,0.9401054,-0.9375666,-0.6260878,0.6095265,-1.1578984,-1.0822029,-0.88047093,1.3257897,-0.8765841,-0.96087253,-0.76199204,-0.79535264,-0.8076178,-0.8516948,-0.46090117,-0.71938044,-0.10353593,1.6079853,1.5174048,-0.6723944,-0.9179619,-0.605779,1.2083079,0.92752314,-0.9917569,-1.0467696,-0.60389674,1.2524533,1.0874614,0.8897458,0.8820268,0.95267177,1.0622641,1.1272683,1.3472109,-1.4554025,-1.343286134544665
-0.86297935,-0.9630701,-0.78043413,-0.7003945,-0.9163624,-0.66741544,-0.8114343,-0.43308166,1.0485609,0.85934114,1.093771,0.57891154,0.53282386,1.5536228,-0.8716773,-0.889042,-0.9705914,-0.80253917,-1.0608056,-0.77008045,1.1398528,0.87740046,-0.91884196,-0.65574414,0.72037375,0.69035226,-0.7978862,-0.8042059,-0.78446805,-0.7608785,-0.47469363,-0.6770002,-0.54020745,0.51564014,-0.52443033,-0.80772364,-0.572837,-0.08803742,0.84996,0.58105683,-0.744275,-0.7309077,-0.6051297,0.821267,0.8932747,1.0464108,1.1926726,-0.77252954,0.19638492,0.2853276656822077
-0.7432796,-0.73172426,1.5145481,1.7983915,1.0443463,1.4196619,1.6933588,0.09873335,1.1077281,-0.70633966,1.1135432,0.83207023,-0.442596,1.5598236,-0.9951416,-0.72416264,-0.8315059,-0.8386716,-0.9169511,-0.7932453,-0.7225623,-0.61945283,-1.0431997,0.71409804,0.6942809,0.7121271,-0.49986637,-0.7350594,0.76454955,0.0022107873,-0.7820817,1.3487751,0.9247547,-0.3536733,0.58827364,-0.010963554,1.3358903,-0.9570344,-0.92843217,-0.56227994,1.2686082,-0.117676064,-0.5216457,-0.8434779,-0.75553936,-0.73632383,-0.8294891,-0.6169177,-0.8102353,-0.7854398154122911
0.26701096,0.4575549,1.5136234,-0.5864162,0.8113874,1.1660031,-0.6278612,-0.6279929,0.6685787,-0.71387935,1.0709013,0.99660593,-0.37450284,-0.58768904,-1.035896,-0.9748103,-0.55549896,-0.81323856,-0.8760018,-0.8611208,1.2889713,-0.6351892,-0.9607933,-0.91690564,-0.9555901,-0.63994074,-0.59727657,-0.71668094,-0.7177132,-0.57650644,1.8270551,1.5040058,-0.5266552,-0.91418344,-0.85640895,1.3071119,0.03773996,-1.023915,-0.6856437,-0.8775115,0.831726,-0.35211816,-0.73199636,-0.8717727,0.6910963,1.0926731,1.2641063,0.57456803,-1.483792,-1.5115237698777915
